
Namespace(T=1, base_lr=0.01, batch_size=4, consistency=0.1, consistency_rampup=40.0, consistency_type='mse', deterministic=1, ema_decay=0.99, exp='GDT-MT_woATO', gpu='4', labeled_bs=2, labeled_num=50, max_iterations=30000, model='vnet_3D_96_32', num_classes=2, patch_size=[96, 96, 96], root_path='/data/sohui/BraTS/data/BraTs2019', seed=1337, total_labeled_num=250)
total 250 samples
25 iterations per epoch
  0%|                                        | 0/1201 [00:00<?, ?it/s]
iteration 14471 : loss : 0.045206, loss_ce: 0.021045, loss_dice: 0.060512
iteration 14472 : loss : 0.032534, loss_ce: 0.023642, loss_dice: 0.029876
iteration 14473 : loss : 0.041341, loss_ce: 0.033189, loss_dice: 0.038354

 48%|████████████▌             | 579/1201 [8:56:10<8:56:26, 51.75s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:32<00:00,  3.69s/it]
iteration 14475 : loss : 0.052532, loss_ce: 0.023766, loss_dice: 0.064560
iteration 14476 : loss : 0.041509, loss_ce: 0.010364, loss_dice: 0.048764
iteration 14477 : loss : 0.030052, loss_ce: 0.022848, loss_dice: 0.025693
iteration 14478 : loss : 0.059792, loss_ce: 0.054950, loss_dice: 0.044651
iteration 14479 : loss : 0.048249, loss_ce: 0.012548, loss_dice: 0.066893
iteration 14480 : loss : 0.058481, loss_ce: 0.057813, loss_dice: 0.035231
iteration 14481 : loss : 0.042625, loss_ce: 0.032566, loss_dice: 0.022656
iteration 14482 : loss : 0.039853, loss_ce: 0.040405, loss_dice: 0.028916
iteration 14483 : loss : 0.044036, loss_ce: 0.033632, loss_dice: 0.042837
iteration 14484 : loss : 0.041364, loss_ce: 0.023759, loss_dice: 0.034976
iteration 14485 : loss : 0.037638, loss_ce: 0.009822, loss_dice: 0.010804
iteration 14486 : loss : 0.041651, loss_ce: 0.013393, loss_dice: 0.059114
iteration 14487 : loss : 0.033119, loss_ce: 0.025994, loss_dice: 0.022300
iteration 14488 : loss : 0.086223, loss_ce: 0.086719, loss_dice: 0.037246
iteration 14489 : loss : 0.047863, loss_ce: 0.017980, loss_dice: 0.061469
iteration 14490 : loss : 0.035146, loss_ce: 0.012321, loss_dice: 0.048896
iteration 14491 : loss : 0.260200, loss_ce: 0.190989, loss_dice: 0.317107
iteration 14492 : loss : 0.031234, loss_ce: 0.016318, loss_dice: 0.032928
iteration 14493 : loss : 0.042022, loss_ce: 0.011134, loss_dice: 0.049747
iteration 14494 : loss : 0.053544, loss_ce: 0.006771, loss_dice: 0.080938
iteration 14495 : loss : 0.050776, loss_ce: 0.009973, loss_dice: 0.080357
iteration 14496 : loss : 0.046736, loss_ce: 0.044918, loss_dice: 0.034814
iteration 14497 : loss : 0.039065, loss_ce: 0.028430, loss_dice: 0.041393
iteration 14498 : loss : 0.037336, loss_ce: 0.019784, loss_dice: 0.040526

 48%|████████████▌             | 580/1201 [8:56:52<8:23:22, 48.63s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:32<00:00,  3.69s/it]
iteration 14500 : loss : 0.040998, loss_ce: 0.035837, loss_dice: 0.023797
iteration 14501 : loss : 0.032489, loss_ce: 0.027584, loss_dice: 0.021985
iteration 14502 : loss : 0.039908, loss_ce: 0.020257, loss_dice: 0.028925
iteration 14503 : loss : 0.026831, loss_ce: 0.017663, loss_dice: 0.027379
iteration 14504 : loss : 0.048004, loss_ce: 0.025939, loss_dice: 0.058007
iteration 14505 : loss : 0.045010, loss_ce: 0.013767, loss_dice: 0.064146
iteration 14506 : loss : 0.040099, loss_ce: 0.017946, loss_dice: 0.048478
iteration 14507 : loss : 0.034626, loss_ce: 0.035389, loss_dice: 0.024661
iteration 14508 : loss : 0.054470, loss_ce: 0.059073, loss_dice: 0.036939
iteration 14509 : loss : 0.026286, loss_ce: 0.016064, loss_dice: 0.024433
iteration 14510 : loss : 0.027038, loss_ce: 0.012919, loss_dice: 0.030780
iteration 14511 : loss : 0.040977, loss_ce: 0.033118, loss_dice: 0.028855
iteration 14512 : loss : 0.032306, loss_ce: 0.022249, loss_dice: 0.028276
iteration 14513 : loss : 0.017271, loss_ce: 0.008268, loss_dice: 0.015561
iteration 14514 : loss : 0.031877, loss_ce: 0.022379, loss_dice: 0.026632
iteration 14515 : loss : 0.028813, loss_ce: 0.015181, loss_dice: 0.031097
iteration 14516 : loss : 0.086058, loss_ce: 0.024702, loss_dice: 0.043854
iteration 14517 : loss : 0.024696, loss_ce: 0.008976, loss_dice: 0.021101
iteration 14518 : loss : 0.028268, loss_ce: 0.019346, loss_dice: 0.021315
iteration 14519 : loss : 0.064166, loss_ce: 0.071386, loss_dice: 0.032285
iteration 14520 : loss : 0.085112, loss_ce: 0.005649, loss_dice: 0.083557
iteration 14521 : loss : 0.043409, loss_ce: 0.042867, loss_dice: 0.031818
iteration 14522 : loss : 0.023851, loss_ce: 0.019034, loss_dice: 0.017014
iteration 14523 : loss : 0.031864, loss_ce: 0.010420, loss_dice: 0.029497

 48%|████████████▌             | 581/1201 [8:57:33<8:00:43, 46.52s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:32<00:00,  3.69s/it]
iteration 14525 : loss : 0.024848, loss_ce: 0.014904, loss_dice: 0.018681
iteration 14526 : loss : 0.028783, loss_ce: 0.017900, loss_dice: 0.027354
iteration 14527 : loss : 0.027315, loss_ce: 0.010595, loss_dice: 0.027815
iteration 14528 : loss : 0.033241, loss_ce: 0.022387, loss_dice: 0.035797
iteration 14529 : loss : 0.061141, loss_ce: 0.035214, loss_dice: 0.056422
iteration 14530 : loss : 0.033342, loss_ce: 0.012269, loss_dice: 0.028395
iteration 14531 : loss : 0.056367, loss_ce: 0.063412, loss_dice: 0.027897
iteration 14532 : loss : 0.039103, loss_ce: 0.024289, loss_dice: 0.044845
iteration 14533 : loss : 0.062144, loss_ce: 0.024270, loss_dice: 0.079719
iteration 14534 : loss : 0.055610, loss_ce: 0.035569, loss_dice: 0.066293
iteration 14535 : loss : 0.041385, loss_ce: 0.033910, loss_dice: 0.037807
iteration 14536 : loss : 0.038979, loss_ce: 0.034292, loss_dice: 0.022181
iteration 14537 : loss : 0.056631, loss_ce: 0.051695, loss_dice: 0.030384
iteration 14538 : loss : 0.041599, loss_ce: 0.024931, loss_dice: 0.042045
iteration 14539 : loss : 0.038743, loss_ce: 0.014093, loss_dice: 0.041040
iteration 14540 : loss : 0.182642, loss_ce: 0.119012, loss_dice: 0.220372
iteration 14541 : loss : 0.042115, loss_ce: 0.006716, loss_dice: 0.064497
iteration 14542 : loss : 0.032338, loss_ce: 0.023239, loss_dice: 0.023558
iteration 14543 : loss : 0.020163, loss_ce: 0.010247, loss_dice: 0.011739
iteration 14544 : loss : 0.032677, loss_ce: 0.027080, loss_dice: 0.023853
iteration 14545 : loss : 0.020298, loss_ce: 0.006347, loss_dice: 0.021842
iteration 14546 : loss : 0.048259, loss_ce: 0.039193, loss_dice: 0.043182
iteration 14547 : loss : 0.030559, loss_ce: 0.015306, loss_dice: 0.034320
iteration 14548 : loss : 0.024012, loss_ce: 0.009916, loss_dice: 0.029246
iteration 14549 : loss : 0.040245, loss_ce: 0.026082, loss_dice: 0.037978

 48%|████████████▌             | 582/1201 [8:58:15<7:45:07, 45.08s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:32<00:00,  3.69s/it]
iteration 14551 : loss : 0.026822, loss_ce: 0.018877, loss_dice: 0.027470
iteration 14552 : loss : 0.048461, loss_ce: 0.014918, loss_dice: 0.058790
iteration 14553 : loss : 0.044380, loss_ce: 0.034535, loss_dice: 0.043685
iteration 14554 : loss : 0.049667, loss_ce: 0.049830, loss_dice: 0.039309
iteration 14555 : loss : 0.030264, loss_ce: 0.021547, loss_dice: 0.028231
iteration 14556 : loss : 0.039768, loss_ce: 0.030533, loss_dice: 0.032970
iteration 14557 : loss : 0.034292, loss_ce: 0.022618, loss_dice: 0.034215
iteration 14558 : loss : 0.025195, loss_ce: 0.016871, loss_dice: 0.018475
iteration 14559 : loss : 0.043826, loss_ce: 0.026617, loss_dice: 0.049147
iteration 14560 : loss : 0.051447, loss_ce: 0.016543, loss_dice: 0.050539
iteration 14561 : loss : 0.035299, loss_ce: 0.015441, loss_dice: 0.040933
iteration 14562 : loss : 0.031559, loss_ce: 0.015907, loss_dice: 0.026586
iteration 14563 : loss : 0.057356, loss_ce: 0.048816, loss_dice: 0.044734
iteration 14564 : loss : 0.064132, loss_ce: 0.045377, loss_dice: 0.070491
iteration 14565 : loss : 0.021410, loss_ce: 0.011022, loss_dice: 0.014307
iteration 14566 : loss : 0.044900, loss_ce: 0.035068, loss_dice: 0.026701
iteration 14567 : loss : 0.042049, loss_ce: 0.032441, loss_dice: 0.036753
iteration 14568 : loss : 0.026804, loss_ce: 0.020694, loss_dice: 0.016198
iteration 14569 : loss : 0.051183, loss_ce: 0.038931, loss_dice: 0.047769
iteration 14570 : loss : 0.021956, loss_ce: 0.014205, loss_dice: 0.017182
iteration 14571 : loss : 0.045318, loss_ce: 0.038335, loss_dice: 0.034201
iteration 14572 : loss : 0.028720, loss_ce: 0.020123, loss_dice: 0.029374
iteration 14573 : loss : 0.057015, loss_ce: 0.026069, loss_dice: 0.063787
iteration 14574 : loss : 0.040546, loss_ce: 0.027951, loss_dice: 0.027166

 49%|████████████▌             | 583/1201 [8:58:57<7:34:48, 44.16s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:32<00:00,  3.69s/it]
iteration 14576 : loss : 0.042667, loss_ce: 0.045276, loss_dice: 0.025027
iteration 14577 : loss : 0.026655, loss_ce: 0.013798, loss_dice: 0.020773
iteration 14578 : loss : 0.034963, loss_ce: 0.008434, loss_dice: 0.036638
iteration 14579 : loss : 0.028851, loss_ce: 0.019798, loss_dice: 0.029090
iteration 14580 : loss : 0.037142, loss_ce: 0.018823, loss_dice: 0.018916
iteration 14581 : loss : 0.048569, loss_ce: 0.039527, loss_dice: 0.040348
iteration 14582 : loss : 0.032957, loss_ce: 0.027934, loss_dice: 0.025247
iteration 14583 : loss : 0.031771, loss_ce: 0.016763, loss_dice: 0.035353
iteration 14584 : loss : 0.030758, loss_ce: 0.027933, loss_dice: 0.023133
iteration 14585 : loss : 0.071781, loss_ce: 0.024643, loss_dice: 0.040231
iteration 14586 : loss : 0.025067, loss_ce: 0.016859, loss_dice: 0.025966
iteration 14587 : loss : 0.056181, loss_ce: 0.052705, loss_dice: 0.043176
iteration 14588 : loss : 0.033547, loss_ce: 0.016962, loss_dice: 0.039188
iteration 14589 : loss : 0.020662, loss_ce: 0.011684, loss_dice: 0.014929
iteration 14590 : loss : 0.032136, loss_ce: 0.032231, loss_dice: 0.020779
iteration 14591 : loss : 0.047871, loss_ce: 0.035022, loss_dice: 0.037885
iteration 14592 : loss : 0.056601, loss_ce: 0.023354, loss_dice: 0.081309
iteration 14593 : loss : 0.065252, loss_ce: 0.072342, loss_dice: 0.028580
iteration 14594 : loss : 0.034874, loss_ce: 0.017198, loss_dice: 0.031531
iteration 14595 : loss : 0.030967, loss_ce: 0.018727, loss_dice: 0.023980
iteration 14596 : loss : 0.058826, loss_ce: 0.049101, loss_dice: 0.055874
iteration 14597 : loss : 0.038090, loss_ce: 0.012779, loss_dice: 0.035709
iteration 14598 : loss : 0.041025, loss_ce: 0.032057, loss_dice: 0.036296
iteration 14599 : loss : 0.057351, loss_ce: 0.046991, loss_dice: 0.040000
  0%|                                                                                                                                                                                                            | 0/25 [00:00<?, ?it/s]
iteration 14600 : loss : 0.028000, loss_ce: 0.009269, loss_dice: 0.033458

























 49%|████████████▏            | 584/1201 [9:01:12<12:14:05, 71.39s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:33<00:00,  3.78s/it]
Validation end
iteration 14600 : dice_score : 0.844830 hd95 : 5.283519 uncertainty : 0.020740
iteration 14601 : loss : 0.030319, loss_ce: 0.021900, loss_dice: 0.031232
iteration 14602 : loss : 0.031813, loss_ce: 0.019229, loss_dice: 0.031617
iteration 14603 : loss : 0.032323, loss_ce: 0.020378, loss_dice: 0.030987
iteration 14604 : loss : 0.032444, loss_ce: 0.015857, loss_dice: 0.022516
iteration 14605 : loss : 0.024265, loss_ce: 0.018215, loss_dice: 0.018086
iteration 14606 : loss : 0.074793, loss_ce: 0.021243, loss_dice: 0.110736
iteration 14607 : loss : 0.042025, loss_ce: 0.038998, loss_dice: 0.024776
iteration 14608 : loss : 0.039020, loss_ce: 0.032569, loss_dice: 0.027866
iteration 14609 : loss : 0.031555, loss_ce: 0.011696, loss_dice: 0.041714
iteration 14610 : loss : 0.021672, loss_ce: 0.011158, loss_dice: 0.018206
iteration 14611 : loss : 0.037680, loss_ce: 0.041013, loss_dice: 0.024330
iteration 14612 : loss : 0.049320, loss_ce: 0.045808, loss_dice: 0.039117
iteration 14613 : loss : 0.038761, loss_ce: 0.017532, loss_dice: 0.024574
iteration 14614 : loss : 0.050379, loss_ce: 0.037468, loss_dice: 0.045740
iteration 14615 : loss : 0.037038, loss_ce: 0.009561, loss_dice: 0.048375
iteration 14616 : loss : 0.029962, loss_ce: 0.015419, loss_dice: 0.030325
iteration 14617 : loss : 0.034470, loss_ce: 0.010831, loss_dice: 0.040055
iteration 14618 : loss : 0.044144, loss_ce: 0.049983, loss_dice: 0.022000
iteration 14619 : loss : 0.034980, loss_ce: 0.019776, loss_dice: 0.039680
iteration 14620 : loss : 0.050693, loss_ce: 0.039988, loss_dice: 0.046481
iteration 14621 : loss : 0.027098, loss_ce: 0.022571, loss_dice: 0.019162
iteration 14622 : loss : 0.044523, loss_ce: 0.025798, loss_dice: 0.032783
iteration 14623 : loss : 0.027153, loss_ce: 0.018730, loss_dice: 0.025221

 49%|████████████▏            | 585/1201 [9:01:54<10:41:48, 62.51s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:33<00:00,  3.78s/it]
iteration 14625 : loss : 0.040134, loss_ce: 0.039265, loss_dice: 0.032899
iteration 14626 : loss : 0.038437, loss_ce: 0.026779, loss_dice: 0.029868
iteration 14627 : loss : 0.026858, loss_ce: 0.016212, loss_dice: 0.025872
iteration 14628 : loss : 0.060783, loss_ce: 0.048304, loss_dice: 0.055031
iteration 14629 : loss : 0.042167, loss_ce: 0.030560, loss_dice: 0.034124
iteration 14630 : loss : 0.047260, loss_ce: 0.040768, loss_dice: 0.031293
iteration 14631 : loss : 0.051201, loss_ce: 0.041785, loss_dice: 0.047600
iteration 14632 : loss : 0.032164, loss_ce: 0.030668, loss_dice: 0.020987
iteration 14633 : loss : 0.039268, loss_ce: 0.020200, loss_dice: 0.043315
iteration 14634 : loss : 0.026840, loss_ce: 0.020692, loss_dice: 0.016389
iteration 14635 : loss : 0.044154, loss_ce: 0.024694, loss_dice: 0.042352
iteration 14636 : loss : 0.044695, loss_ce: 0.040090, loss_dice: 0.034628
iteration 14637 : loss : 0.042884, loss_ce: 0.032223, loss_dice: 0.042439
iteration 14638 : loss : 0.035304, loss_ce: 0.023868, loss_dice: 0.027427
iteration 14639 : loss : 0.031799, loss_ce: 0.022040, loss_dice: 0.030323
iteration 14640 : loss : 0.045829, loss_ce: 0.032527, loss_dice: 0.040881
iteration 14641 : loss : 0.036219, loss_ce: 0.030911, loss_dice: 0.023973
iteration 14642 : loss : 0.028729, loss_ce: 0.019270, loss_dice: 0.030322
iteration 14643 : loss : 0.052788, loss_ce: 0.020631, loss_dice: 0.053026
iteration 14644 : loss : 0.053921, loss_ce: 0.021925, loss_dice: 0.070538
iteration 14645 : loss : 0.026205, loss_ce: 0.011822, loss_dice: 0.031839
iteration 14646 : loss : 0.046559, loss_ce: 0.030524, loss_dice: 0.047849
iteration 14647 : loss : 0.532856, loss_ce: 0.655273, loss_dice: 0.398515
iteration 14648 : loss : 0.030654, loss_ce: 0.022129, loss_dice: 0.028201
iteration 14649 : loss : 0.031037, loss_ce: 0.017294, loss_dice: 0.032839

 49%|████████████▋             | 586/1201 [9:02:35<9:36:09, 56.21s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:33<00:00,  3.78s/it]
iteration 14651 : loss : 0.048787, loss_ce: 0.018928, loss_dice: 0.062176
iteration 14652 : loss : 0.047084, loss_ce: 0.041300, loss_dice: 0.042634
iteration 14653 : loss : 0.048357, loss_ce: 0.044931, loss_dice: 0.036473
iteration 14654 : loss : 0.041537, loss_ce: 0.034581, loss_dice: 0.028812
iteration 14655 : loss : 0.029197, loss_ce: 0.006714, loss_dice: 0.040330
iteration 14656 : loss : 0.069539, loss_ce: 0.009807, loss_dice: 0.013045
iteration 14657 : loss : 0.037114, loss_ce: 0.021753, loss_dice: 0.043829
iteration 14658 : loss : 0.022836, loss_ce: 0.010010, loss_dice: 0.018508
iteration 14659 : loss : 0.044470, loss_ce: 0.026330, loss_dice: 0.036528
iteration 14660 : loss : 0.062342, loss_ce: 0.016964, loss_dice: 0.080253
iteration 14661 : loss : 0.040972, loss_ce: 0.015765, loss_dice: 0.055702
iteration 14662 : loss : 0.031949, loss_ce: 0.012410, loss_dice: 0.034239
iteration 14663 : loss : 0.033275, loss_ce: 0.024902, loss_dice: 0.031458
iteration 14664 : loss : 0.034820, loss_ce: 0.031111, loss_dice: 0.023452
iteration 14665 : loss : 0.025469, loss_ce: 0.012749, loss_dice: 0.029305
iteration 14666 : loss : 0.031891, loss_ce: 0.014262, loss_dice: 0.039661
iteration 14667 : loss : 0.025016, loss_ce: 0.014436, loss_dice: 0.020806
iteration 14668 : loss : 0.030486, loss_ce: 0.011147, loss_dice: 0.029711
iteration 14669 : loss : 0.055518, loss_ce: 0.055301, loss_dice: 0.042899
iteration 14670 : loss : 0.027452, loss_ce: 0.019032, loss_dice: 0.018121
iteration 14671 : loss : 0.022332, loss_ce: 0.017562, loss_dice: 0.020110
iteration 14672 : loss : 0.020917, loss_ce: 0.011331, loss_dice: 0.021401
iteration 14673 : loss : 0.033818, loss_ce: 0.027187, loss_dice: 0.027268

 49%|████████████▋             | 587/1201 [9:03:17<8:49:50, 51.78s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:33<00:00,  3.78s/it]
iteration 14675 : loss : 0.025803, loss_ce: 0.016856, loss_dice: 0.024288
iteration 14676 : loss : 0.015192, loss_ce: 0.008733, loss_dice: 0.014416
iteration 14677 : loss : 0.042918, loss_ce: 0.030773, loss_dice: 0.026625
iteration 14678 : loss : 0.037448, loss_ce: 0.018929, loss_dice: 0.023346
iteration 14679 : loss : 0.039702, loss_ce: 0.027590, loss_dice: 0.041861
iteration 14680 : loss : 0.059861, loss_ce: 0.049602, loss_dice: 0.037582
iteration 14681 : loss : 0.049756, loss_ce: 0.042825, loss_dice: 0.041315
iteration 14682 : loss : 0.055980, loss_ce: 0.054913, loss_dice: 0.022665
iteration 14683 : loss : 0.024217, loss_ce: 0.021001, loss_dice: 0.016889
iteration 14684 : loss : 0.032629, loss_ce: 0.016778, loss_dice: 0.037644
iteration 14685 : loss : 0.042177, loss_ce: 0.033257, loss_dice: 0.031722
iteration 14686 : loss : 0.030427, loss_ce: 0.028136, loss_dice: 0.022670
iteration 14687 : loss : 0.057704, loss_ce: 0.043972, loss_dice: 0.057314
iteration 14688 : loss : 0.053629, loss_ce: 0.040164, loss_dice: 0.040376
iteration 14689 : loss : 0.056644, loss_ce: 0.027509, loss_dice: 0.066767
iteration 14690 : loss : 0.053004, loss_ce: 0.037863, loss_dice: 0.033702
iteration 14691 : loss : 0.035141, loss_ce: 0.025690, loss_dice: 0.033733
iteration 14692 : loss : 0.026988, loss_ce: 0.009040, loss_dice: 0.031374
iteration 14693 : loss : 0.032759, loss_ce: 0.018596, loss_dice: 0.030381
iteration 14694 : loss : 0.029282, loss_ce: 0.012467, loss_dice: 0.035247
iteration 14695 : loss : 0.049403, loss_ce: 0.025647, loss_dice: 0.045770
iteration 14696 : loss : 0.045224, loss_ce: 0.020903, loss_dice: 0.057148
iteration 14697 : loss : 0.073411, loss_ce: 0.020800, loss_dice: 0.100993
iteration 14698 : loss : 0.044805, loss_ce: 0.027878, loss_dice: 0.049838

 49%|████████████▋             | 588/1201 [9:03:58<8:18:19, 48.78s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:33<00:00,  3.78s/it]
iteration 14700 : loss : 0.021926, loss_ce: 0.007769, loss_dice: 0.022344
iteration 14701 : loss : 0.051645, loss_ce: 0.039551, loss_dice: 0.042618
iteration 14702 : loss : 0.048164, loss_ce: 0.042929, loss_dice: 0.027376
iteration 14703 : loss : 0.033811, loss_ce: 0.014945, loss_dice: 0.034646
iteration 14704 : loss : 0.057471, loss_ce: 0.034244, loss_dice: 0.060338
iteration 14705 : loss : 0.047844, loss_ce: 0.043474, loss_dice: 0.022709
iteration 14706 : loss : 0.064533, loss_ce: 0.065100, loss_dice: 0.032634
iteration 14707 : loss : 0.038450, loss_ce: 0.032676, loss_dice: 0.030367
iteration 14708 : loss : 0.027056, loss_ce: 0.019795, loss_dice: 0.022604
iteration 14709 : loss : 0.027441, loss_ce: 0.019494, loss_dice: 0.018374
iteration 14710 : loss : 0.035025, loss_ce: 0.013191, loss_dice: 0.046716
iteration 14711 : loss : 0.045299, loss_ce: 0.006739, loss_dice: 0.047263
iteration 14712 : loss : 0.043702, loss_ce: 0.037021, loss_dice: 0.021860
iteration 14713 : loss : 0.043073, loss_ce: 0.023411, loss_dice: 0.039433
iteration 14714 : loss : 0.043645, loss_ce: 0.042363, loss_dice: 0.034119
iteration 14715 : loss : 0.038043, loss_ce: 0.024309, loss_dice: 0.044078
iteration 14716 : loss : 0.039186, loss_ce: 0.035946, loss_dice: 0.030157
iteration 14717 : loss : 0.039831, loss_ce: 0.012195, loss_dice: 0.047997
iteration 14718 : loss : 0.032901, loss_ce: 0.015166, loss_dice: 0.040734
iteration 14719 : loss : 0.036071, loss_ce: 0.003482, loss_dice: 0.017874
iteration 14720 : loss : 0.039064, loss_ce: 0.029920, loss_dice: 0.032142
iteration 14721 : loss : 0.025966, loss_ce: 0.012694, loss_dice: 0.022994
iteration 14722 : loss : 0.031998, loss_ce: 0.016968, loss_dice: 0.035874
iteration 14723 : loss : 0.042369, loss_ce: 0.021583, loss_dice: 0.047658

 49%|████████████▊             | 589/1201 [9:04:40<7:54:58, 46.57s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:33<00:00,  3.78s/it]
iteration 14725 : loss : 0.028612, loss_ce: 0.012328, loss_dice: 0.018358
iteration 14726 : loss : 0.034025, loss_ce: 0.026379, loss_dice: 0.021432
iteration 14727 : loss : 0.021061, loss_ce: 0.014451, loss_dice: 0.017951
iteration 14728 : loss : 0.038878, loss_ce: 0.029736, loss_dice: 0.026663
iteration 14729 : loss : 0.051368, loss_ce: 0.049635, loss_dice: 0.041367
iteration 14730 : loss : 0.045719, loss_ce: 0.025507, loss_dice: 0.043747
iteration 14731 : loss : 0.038978, loss_ce: 0.009710, loss_dice: 0.043591
iteration 14732 : loss : 0.030963, loss_ce: 0.023741, loss_dice: 0.030451
iteration 14733 : loss : 0.035213, loss_ce: 0.007791, loss_dice: 0.027654
iteration 14734 : loss : 0.034857, loss_ce: 0.021627, loss_dice: 0.033951
iteration 14735 : loss : 0.028345, loss_ce: 0.026977, loss_dice: 0.020013
iteration 14736 : loss : 0.022963, loss_ce: 0.014739, loss_dice: 0.022452
iteration 14737 : loss : 0.040272, loss_ce: 0.029026, loss_dice: 0.031416
iteration 14738 : loss : 0.020349, loss_ce: 0.010820, loss_dice: 0.018414
iteration 14739 : loss : 0.036642, loss_ce: 0.020227, loss_dice: 0.036264
iteration 14740 : loss : 0.049213, loss_ce: 0.036352, loss_dice: 0.045262
iteration 14741 : loss : 0.046139, loss_ce: 0.041442, loss_dice: 0.043174
iteration 14742 : loss : 0.027819, loss_ce: 0.015547, loss_dice: 0.014704
iteration 14743 : loss : 0.030350, loss_ce: 0.011079, loss_dice: 0.040912
iteration 14744 : loss : 0.052304, loss_ce: 0.044468, loss_dice: 0.036616
iteration 14745 : loss : 0.046706, loss_ce: 0.041343, loss_dice: 0.029601
iteration 14746 : loss : 0.033302, loss_ce: 0.014099, loss_dice: 0.033407
iteration 14747 : loss : 0.042126, loss_ce: 0.025737, loss_dice: 0.019301
iteration 14748 : loss : 0.019596, loss_ce: 0.005487, loss_dice: 0.024018

 49%|████████████▊             | 590/1201 [9:05:21<7:38:28, 45.02s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:33<00:00,  3.78s/it]
iteration 14750 : loss : 0.061802, loss_ce: 0.052451, loss_dice: 0.063099
iteration 14751 : loss : 0.025664, loss_ce: 0.013677, loss_dice: 0.022608
iteration 14752 : loss : 0.041091, loss_ce: 0.042543, loss_dice: 0.019701
iteration 14753 : loss : 0.034051, loss_ce: 0.018482, loss_dice: 0.025733
iteration 14754 : loss : 0.039619, loss_ce: 0.036772, loss_dice: 0.030723
iteration 14755 : loss : 0.030033, loss_ce: 0.018029, loss_dice: 0.027606
iteration 14756 : loss : 0.051725, loss_ce: 0.056888, loss_dice: 0.032433
iteration 14757 : loss : 0.043806, loss_ce: 0.033517, loss_dice: 0.044798
iteration 14758 : loss : 0.064439, loss_ce: 0.035693, loss_dice: 0.019819
iteration 14759 : loss : 0.034365, loss_ce: 0.023752, loss_dice: 0.031383
iteration 14760 : loss : 0.048817, loss_ce: 0.018751, loss_dice: 0.057191
iteration 14761 : loss : 0.030820, loss_ce: 0.017518, loss_dice: 0.032307
iteration 14762 : loss : 0.043343, loss_ce: 0.005483, loss_dice: 0.052361
iteration 14763 : loss : 0.032865, loss_ce: 0.021961, loss_dice: 0.033019
iteration 14764 : loss : 0.020944, loss_ce: 0.013649, loss_dice: 0.016879
iteration 14765 : loss : 0.049486, loss_ce: 0.017791, loss_dice: 0.055676
iteration 14766 : loss : 0.043813, loss_ce: 0.036630, loss_dice: 0.036217
iteration 14767 : loss : 0.048693, loss_ce: 0.014783, loss_dice: 0.051209
iteration 14768 : loss : 0.049432, loss_ce: 0.037728, loss_dice: 0.044564
iteration 14769 : loss : 0.035448, loss_ce: 0.022780, loss_dice: 0.038056
iteration 14770 : loss : 0.066616, loss_ce: 0.026188, loss_dice: 0.082662
iteration 14771 : loss : 0.023697, loss_ce: 0.019862, loss_dice: 0.019114
iteration 14772 : loss : 0.029872, loss_ce: 0.023457, loss_dice: 0.023027
iteration 14773 : loss : 0.070078, loss_ce: 0.009583, loss_dice: 0.041578

 49%|████████████▊             | 591/1201 [9:06:03<7:27:17, 44.00s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:33<00:00,  3.78s/it]
iteration 14775 : loss : 0.020072, loss_ce: 0.010407, loss_dice: 0.020560
iteration 14776 : loss : 0.045753, loss_ce: 0.032548, loss_dice: 0.035506
iteration 14777 : loss : 0.042859, loss_ce: 0.021248, loss_dice: 0.054390
iteration 14778 : loss : 0.044406, loss_ce: 0.038721, loss_dice: 0.034569
iteration 14779 : loss : 0.038452, loss_ce: 0.013611, loss_dice: 0.047612
iteration 14780 : loss : 0.032627, loss_ce: 0.017261, loss_dice: 0.024522
iteration 14781 : loss : 0.042862, loss_ce: 0.028214, loss_dice: 0.042384
iteration 14782 : loss : 0.036642, loss_ce: 0.034722, loss_dice: 0.018729
iteration 14783 : loss : 0.372926, loss_ce: 0.163770, loss_dice: 0.490193
iteration 14784 : loss : 0.039329, loss_ce: 0.021649, loss_dice: 0.036810
